Bandit,Reward,Algorithm
3.0,3.764082480153288,EpsilonGreedy
3.0,4.196651639949879,EpsilonGreedy
3.0,3.2803428226868228,EpsilonGreedy
3.0,3.5784729018663137,EpsilonGreedy
3.0,4.126013218343309,EpsilonGreedy
3.0,3.37549298941198,EpsilonGreedy
3.0,4.837394662711674,EpsilonGreedy
3.0,5.750217355622169,EpsilonGreedy
3.0,4.1500789359774,EpsilonGreedy
3.0,3.561054964471026,EpsilonGreedy
3.0,5.23917685946179,EpsilonGreedy
3.0,4.094934779752553,EpsilonGreedy
3.0,4.268315344567693,EpsilonGreedy
3.0,4.484690628844729,EpsilonGreedy
3.0,4.949551482583682,EpsilonGreedy
3.0,4.627235913335168,EpsilonGreedy
3.0,4.142080411748379,EpsilonGreedy
3.0,3.23870996998504,EpsilonGreedy
3.0,4.523368829428429,EpsilonGreedy
3.0,6.086051656968772,EpsilonGreedy
3.0,4.78759252972667,EpsilonGreedy
3.0,3.4296012819713906,EpsilonGreedy
3.0,5.328952599990407,EpsilonGreedy
3.0,4.457948185065939,EpsilonGreedy
3.0,4.714456607773386,EpsilonGreedy
3.0,2.664608328632368,EpsilonGreedy
3.0,3.0691648122824944,EpsilonGreedy
3.0,4.5670608923323455,EpsilonGreedy
3.0,4.557410953901798,EpsilonGreedy
3.0,5.055466637457316,EpsilonGreedy
3.0,2.6309299827639254,EpsilonGreedy
3.0,3.488195644104191,EpsilonGreedy
3.0,3.704977023307043,EpsilonGreedy
3.0,2.6647880460472315,EpsilonGreedy
3.0,4.208101031393955,EpsilonGreedy
3.0,4.647480649363309,EpsilonGreedy
3.0,4.6440725381248456,EpsilonGreedy
3.0,4.381510366393191,EpsilonGreedy
3.0,3.828895720742221,EpsilonGreedy
3.0,2.793169928442494,EpsilonGreedy
3.0,5.514441365635864,EpsilonGreedy
3.0,5.770083053895933,EpsilonGreedy
3.0,3.151000309524248,EpsilonGreedy
3.0,2.3659326474670603,EpsilonGreedy
3.0,4.237739532033185,EpsilonGreedy
3.0,4.069645266553172,EpsilonGreedy
3.0,1.9796573208427968,EpsilonGreedy
3.0,5.069907181159327,EpsilonGreedy
3.0,5.464750659243386,EpsilonGreedy
3.0,5.247018195237924,EpsilonGreedy
3.0,3.535165148906869,EpsilonGreedy
3.0,4.201882575588742,EpsilonGreedy
3.0,3.657071914633021,EpsilonGreedy
3.0,4.458891378711323,EpsilonGreedy
3.0,4.651094086532895,EpsilonGreedy
3.0,3.5429077294234457,EpsilonGreedy
3.0,7.074724063413013,EpsilonGreedy
3.0,3.6619926710642274,EpsilonGreedy
3.0,3.038489996741037,EpsilonGreedy
3.0,2.789088674657079,EpsilonGreedy
3.0,3.109165997524068,EpsilonGreedy
3.0,2.466787913993116,EpsilonGreedy
3.0,4.446771601395496,EpsilonGreedy
3.0,3.1618490418384044,EpsilonGreedy
3.0,2.900352459762977,EpsilonGreedy
3.0,5.237652135272453,EpsilonGreedy
3.0,6.401964220324713,EpsilonGreedy
3.0,3.460148468684399,EpsilonGreedy
3.0,2.9978873010516374,EpsilonGreedy
3.0,4.268011068926502,EpsilonGreedy
3.0,3.9629759422252624,EpsilonGreedy
3.0,4.48544437636875,EpsilonGreedy
3.0,2.3323750315598497,EpsilonGreedy
3.0,3.9485230571483894,EpsilonGreedy
3.0,3.2869283980428827,EpsilonGreedy
3.0,4.6194450466469394,EpsilonGreedy
3.0,5.007826783136845,EpsilonGreedy
3.0,3.53218163539247,EpsilonGreedy
3.0,3.780795754796915,EpsilonGreedy
3.0,2.895446636789347,EpsilonGreedy
3.0,4.245527483685044,EpsilonGreedy
3.0,4.14523654769054,EpsilonGreedy
3.0,3.703121636728795,EpsilonGreedy
3.0,2.3640329571892735,EpsilonGreedy
3.0,3.427005129931153,EpsilonGreedy
3.0,5.5513518585931525,EpsilonGreedy
3.0,3.2263947064022833,EpsilonGreedy
3.0,4.171032695229155,EpsilonGreedy
3.0,5.797020656748269,EpsilonGreedy
3.0,4.336682622043619,EpsilonGreedy
3.0,4.762722307304977,EpsilonGreedy
3.0,4.274539994171989,EpsilonGreedy
3.0,4.367978605176522,EpsilonGreedy
3.0,4.671829360584169,EpsilonGreedy
3.0,3.893072027173629,EpsilonGreedy
3.0,3.8240547321612524,EpsilonGreedy
3.0,4.642314224894234,EpsilonGreedy
3.0,3.200422656500616,EpsilonGreedy
3.0,4.364330617078137,EpsilonGreedy
3.0,4.606542470705724,EpsilonGreedy
3.0,4.616609094114357,EpsilonGreedy
3.0,4.431783668533882,EpsilonGreedy
3.0,4.381254460053018,EpsilonGreedy
3.0,2.5238959685232585,EpsilonGreedy
3.0,2.5739425687954496,EpsilonGreedy
3.0,4.466677023318671,EpsilonGreedy
3.0,4.365064659996682,EpsilonGreedy
3.0,3.678969957165937,EpsilonGreedy
3.0,4.160688696609106,EpsilonGreedy
3.0,2.993180022258131,EpsilonGreedy
3.0,4.959876055934613,EpsilonGreedy
3.0,5.1618176900145105,EpsilonGreedy
3.0,2.800551878442749,EpsilonGreedy
3.0,2.1314469409902967,EpsilonGreedy
3.0,3.1691055192283786,EpsilonGreedy
3.0,2.5859465389691714,EpsilonGreedy
3.0,1.3589763707850429,EpsilonGreedy
3.0,3.6713576463558915,EpsilonGreedy
3.0,4.300801769934754,EpsilonGreedy
3.0,3.3520067611848643,EpsilonGreedy
3.0,3.724921626916416,EpsilonGreedy
3.0,3.744323909611884,EpsilonGreedy
3.0,2.0088781321768927,EpsilonGreedy
3.0,5.332203993428184,EpsilonGreedy
3.0,4.361672561804343,EpsilonGreedy
3.0,4.426123314382875,EpsilonGreedy
3.0,4.591340628637755,EpsilonGreedy
3.0,1.9196847273358606,EpsilonGreedy
3.0,5.011633279330683,EpsilonGreedy
3.0,3.172661240487434,EpsilonGreedy
3.0,1.8619343280304133,EpsilonGreedy
3.0,6.327452059243509,EpsilonGreedy
3.0,4.226422702301983,EpsilonGreedy
3.0,4.377075777075311,EpsilonGreedy
3.0,4.1566573838665875,EpsilonGreedy
3.0,3.089797695030977,EpsilonGreedy
3.0,4.058394366481429,EpsilonGreedy
3.0,5.621052759406517,EpsilonGreedy
3.0,2.5828897116583995,EpsilonGreedy
3.0,5.938235969471074,EpsilonGreedy
3.0,4.549954611443654,EpsilonGreedy
3.0,4.662499135304058,EpsilonGreedy
3.0,2.957612536647602,EpsilonGreedy
3.0,3.495518361019805,EpsilonGreedy
3.0,4.179659805859023,EpsilonGreedy
3.0,5.383472683227489,EpsilonGreedy
3.0,5.558646911946401,EpsilonGreedy
3.0,3.7021653201373086,EpsilonGreedy
3.0,4.081251818824455,EpsilonGreedy
3.0,3.6753758651597375,EpsilonGreedy
3.0,2.15897390411157,EpsilonGreedy
3.0,4.43485663040063,EpsilonGreedy
3.0,3.334244584725723,EpsilonGreedy
3.0,2.691076273970476,EpsilonGreedy
3.0,4.111335682239732,EpsilonGreedy
3.0,4.6762670079242055,EpsilonGreedy
3.0,3.6618380786182114,EpsilonGreedy
3.0,2.460327289464799,EpsilonGreedy
3.0,3.9507746578586267,EpsilonGreedy
3.0,3.6889608806758414,EpsilonGreedy
3.0,2.9756778722569948,EpsilonGreedy
3.0,5.584066100218882,EpsilonGreedy
3.0,4.7943205425634225,EpsilonGreedy
3.0,4.817005326604628,EpsilonGreedy
3.0,3.7698550517337965,EpsilonGreedy
3.0,4.45521863136058,EpsilonGreedy
3.0,3.660398684605242,EpsilonGreedy
3.0,5.029389672035499,EpsilonGreedy
3.0,2.758133848140579,EpsilonGreedy
3.0,4.803681610829689,EpsilonGreedy
3.0,5.538466105363763,EpsilonGreedy
3.0,4.6569937273684765,EpsilonGreedy
3.0,3.407392683412207,EpsilonGreedy
3.0,4.217221687740006,EpsilonGreedy
3.0,4.402484817837343,EpsilonGreedy
3.0,2.649938148984123,EpsilonGreedy
3.0,3.198482303902317,EpsilonGreedy
3.0,4.141585403305493,EpsilonGreedy
3.0,3.258050491259224,EpsilonGreedy
3.0,5.0254495430827335,EpsilonGreedy
3.0,2.8721895856144544,EpsilonGreedy
3.0,5.146791294880332,EpsilonGreedy
3.0,5.200548297094323,EpsilonGreedy
3.0,4.861193135523475,EpsilonGreedy
3.0,2.7765898621362766,EpsilonGreedy
3.0,3.4797203052307273,EpsilonGreedy
3.0,4.268685018091261,EpsilonGreedy
3.0,3.548234508701797,EpsilonGreedy
3.0,5.278204773056353,EpsilonGreedy
3.0,3.143350690598344,EpsilonGreedy
3.0,3.451836716997005,EpsilonGreedy
3.0,1.5029805527089715,EpsilonGreedy
3.0,2.552810798514648,EpsilonGreedy
3.0,4.772622637783417,EpsilonGreedy
3.0,4.774320890892554,EpsilonGreedy
3.0,5.195490983397313,EpsilonGreedy
3.0,4.0887242259973515,EpsilonGreedy
3.0,2.891933858300609,EpsilonGreedy
3.0,3.9714121394499426,EpsilonGreedy
3.0,4.405725229009084,EpsilonGreedy
3.0,4.108940836261042,EpsilonGreedy
3.0,3.115199205293269,EpsilonGreedy
3.0,5.082734858878817,EpsilonGreedy
3.0,4.26779855561308,EpsilonGreedy
3.0,4.191987922568461,EpsilonGreedy
3.0,5.024563690190788,EpsilonGreedy
3.0,3.9758041359322265,EpsilonGreedy
3.0,4.84643299619368,EpsilonGreedy
3.0,4.710488586879101,EpsilonGreedy
3.0,1.3974673489649003,EpsilonGreedy
3.0,6.67496386369872,EpsilonGreedy
3.0,3.9021750001722673,EpsilonGreedy
3.0,4.152388233048884,EpsilonGreedy
3.0,3.662447581659772,EpsilonGreedy
3.0,6.075742963103599,EpsilonGreedy
3.0,2.954100661016853,EpsilonGreedy
3.0,1.7683862930158591,EpsilonGreedy
3.0,3.9909538787127854,EpsilonGreedy
3.0,3.9592486360358943,EpsilonGreedy
3.0,4.897136538783174,EpsilonGreedy
3.0,2.8614255492340543,EpsilonGreedy
3.0,3.909779417396358,EpsilonGreedy
3.0,4.5556745024563,EpsilonGreedy
3.0,4.414231699107035,EpsilonGreedy
3.0,3.089340864649023,EpsilonGreedy
3.0,1.8297472524828535,EpsilonGreedy
3.0,2.495111357685114,EpsilonGreedy
3.0,3.2075900051354274,EpsilonGreedy
3.0,4.056687938058037,EpsilonGreedy
3.0,2.9956018150771406,EpsilonGreedy
3.0,2.812994475788973,EpsilonGreedy
3.0,5.618186422084396,EpsilonGreedy
3.0,4.964585388188764,EpsilonGreedy
3.0,4.4432046845813495,EpsilonGreedy
3.0,2.7912878041995515,EpsilonGreedy
3.0,3.457003736573088,EpsilonGreedy
3.0,4.984060408390009,EpsilonGreedy
3.0,3.753499893316884,EpsilonGreedy
3.0,3.915209865739004,EpsilonGreedy
3.0,4.025624696383215,EpsilonGreedy
3.0,4.023086253940397,EpsilonGreedy
3.0,3.150910578638313,EpsilonGreedy
3.0,3.1707123966654347,EpsilonGreedy
3.0,5.014197344004018,EpsilonGreedy
3.0,3.451388271441594,EpsilonGreedy
3.0,4.361586405509939,EpsilonGreedy
3.0,3.2352877998835896,EpsilonGreedy
3.0,5.819188038445705,EpsilonGreedy
3.0,3.1667721679339076,EpsilonGreedy
3.0,3.6255450954693673,EpsilonGreedy
3.0,3.1508391150106343,EpsilonGreedy
3.0,2.3525208177087378,EpsilonGreedy
3.0,4.464375961853627,EpsilonGreedy
3.0,3.2624043379674927,EpsilonGreedy
3.0,3.2099859329603944,EpsilonGreedy
3.0,3.242605940001324,EpsilonGreedy
3.0,4.355336007415907,EpsilonGreedy
3.0,3.967695254630961,EpsilonGreedy
3.0,2.711575525198829,EpsilonGreedy
3.0,3.4208592285653205,EpsilonGreedy
3.0,4.751564102442492,EpsilonGreedy
3.0,3.0742368155329967,EpsilonGreedy
3.0,3.6133286613798017,EpsilonGreedy
3.0,4.802725221776293,EpsilonGreedy
3.0,3.8288206179414064,EpsilonGreedy
3.0,4.785713800604339,EpsilonGreedy
3.0,4.251871955650048,EpsilonGreedy
3.0,3.3431085625133896,EpsilonGreedy
3.0,4.5276413286501125,EpsilonGreedy
3.0,3.403923916368315,EpsilonGreedy
3.0,2.123197339504868,EpsilonGreedy
3.0,3.3699051604806853,EpsilonGreedy
3.0,2.146683042326217,EpsilonGreedy
3.0,2.275805365753709,EpsilonGreedy
3.0,5.130584981780027,EpsilonGreedy
3.0,4.387153581373456,EpsilonGreedy
3.0,3.064092268767414,EpsilonGreedy
3.0,3.7113567246904404,EpsilonGreedy
3.0,4.943603659843912,EpsilonGreedy
3.0,2.6883052644849084,EpsilonGreedy
3.0,3.757856893641396,EpsilonGreedy
3.0,3.6016931965125063,EpsilonGreedy
3.0,4.853664301289534,EpsilonGreedy
3.0,3.6213088253216226,EpsilonGreedy
3.0,2.889064135149618,EpsilonGreedy
3.0,3.5154457609801333,EpsilonGreedy
3.0,2.68342852506155,EpsilonGreedy
3.0,4.4772284336467125,EpsilonGreedy
3.0,4.460699240146254,EpsilonGreedy
3.0,6.575098545325546,EpsilonGreedy
3.0,3.3960848053001707,EpsilonGreedy
3.0,3.1299127038738894,EpsilonGreedy
3.0,5.620536616792154,EpsilonGreedy
3.0,4.121269863353561,EpsilonGreedy
3.0,4.777619350209053,EpsilonGreedy
3.0,4.141777783505457,EpsilonGreedy
3.0,2.707402042853951,EpsilonGreedy
3.0,5.138624393771561,EpsilonGreedy
3.0,3.231561274316974,EpsilonGreedy
3.0,5.959116017018289,EpsilonGreedy
3.0,3.3641561941449725,EpsilonGreedy
3.0,4.243939323533157,EpsilonGreedy
3.0,1.88174385989592,EpsilonGreedy
3.0,2.8471943595994045,EpsilonGreedy
3.0,3.7013905729143897,EpsilonGreedy
3.0,3.464263874607335,EpsilonGreedy
3.0,5.360443084675517,EpsilonGreedy
3.0,5.642050983138447,EpsilonGreedy
3.0,5.016038208931016,EpsilonGreedy
3.0,4.33678780199659,EpsilonGreedy
3.0,2.377480584018474,EpsilonGreedy
3.0,3.1689058177547906,EpsilonGreedy
3.0,3.3759509153512424,EpsilonGreedy
3.0,4.613408263779649,EpsilonGreedy
3.0,3.4606874548816213,EpsilonGreedy
3.0,3.7135326657124565,EpsilonGreedy
3.0,4.005734850457032,EpsilonGreedy
3.0,5.349665452803476,EpsilonGreedy
3.0,3.7433951482328167,EpsilonGreedy
3.0,5.309515579315799,EpsilonGreedy
3.0,4.676059797438078,EpsilonGreedy
3.0,3.2791566256457565,EpsilonGreedy
3.0,5.092070168515483,EpsilonGreedy
3.0,2.210159648923155,EpsilonGreedy
3.0,3.657621468562028,EpsilonGreedy
3.0,4.695054087231209,EpsilonGreedy
3.0,3.7915548516018243,EpsilonGreedy
3.0,3.7136089235206073,EpsilonGreedy
3.0,3.0878830902832024,EpsilonGreedy
3.0,7.049614138753343,EpsilonGreedy
3.0,1.4483526532147146,EpsilonGreedy
3.0,5.317981646386054,EpsilonGreedy
3.0,2.676333066903289,EpsilonGreedy
3.0,3.4123629542011216,EpsilonGreedy
3.0,3.5989232802675657,EpsilonGreedy
3.0,1.9991827978680523,EpsilonGreedy
3.0,4.651238549327225,EpsilonGreedy
3.0,4.522164673109559,EpsilonGreedy
3.0,5.89889891949598,EpsilonGreedy
3.0,4.273663940222965,EpsilonGreedy
3.0,4.422047584647143,EpsilonGreedy
3.0,5.807529576604336,EpsilonGreedy
3.0,4.27502867938829,EpsilonGreedy
3.0,3.7437513996068468,EpsilonGreedy
3.0,4.312020640586683,EpsilonGreedy
3.0,3.679489709080685,EpsilonGreedy
3.0,2.98609036668568,EpsilonGreedy
3.0,2.556157312960383,EpsilonGreedy
3.0,3.4989016856912962,EpsilonGreedy
3.0,4.292593647563343,EpsilonGreedy
3.0,4.815726112343642,EpsilonGreedy
3.0,3.904801038008718,EpsilonGreedy
3.0,4.942514149765471,EpsilonGreedy
3.0,3.9331315076836293,EpsilonGreedy
3.0,2.8596977591385047,EpsilonGreedy
3.0,4.108019502130447,EpsilonGreedy
3.0,4.1782750722897894,EpsilonGreedy
3.0,4.326636022690989,EpsilonGreedy
3.0,3.497212364778739,EpsilonGreedy
3.0,3.0303586854268265,EpsilonGreedy
3.0,2.917650234731715,EpsilonGreedy
3.0,4.217564053354473,EpsilonGreedy
3.0,4.513872759347365,EpsilonGreedy
3.0,3.6620635310335703,EpsilonGreedy
3.0,4.283927643502772,EpsilonGreedy
3.0,4.956061372875384,EpsilonGreedy
3.0,3.0210810806064563,EpsilonGreedy
3.0,4.232275851864314,EpsilonGreedy
3.0,5.405976710884731,EpsilonGreedy
3.0,3.8240635142857466,EpsilonGreedy
3.0,3.889163961722302,EpsilonGreedy
3.0,4.401216738413431,EpsilonGreedy
3.0,3.490715925604911,EpsilonGreedy
3.0,3.8077599582811845,EpsilonGreedy
3.0,3.336085728893259,EpsilonGreedy
3.0,3.1202935520757316,EpsilonGreedy
3.0,2.7995609361981706,EpsilonGreedy
3.0,4.205630537937034,EpsilonGreedy
3.0,3.0769668929522416,EpsilonGreedy
3.0,3.434605740012351,EpsilonGreedy
3.0,4.43569651192328,EpsilonGreedy
3.0,4.130079559708895,EpsilonGreedy
3.0,5.556600569531959,EpsilonGreedy
3.0,2.370466484230656,EpsilonGreedy
3.0,4.408408860590535,EpsilonGreedy
3.0,3.213013844537194,EpsilonGreedy
3.0,5.046674102437738,EpsilonGreedy
3.0,4.5307321750578184,EpsilonGreedy
3.0,2.478083043258283,EpsilonGreedy
3.0,4.912883188252391,EpsilonGreedy
3.0,4.008070898585802,EpsilonGreedy
3.0,3.450927160233067,EpsilonGreedy
3.0,4.48966023292076,EpsilonGreedy
3.0,3.205953377158848,EpsilonGreedy
3.0,3.3083147505965242,EpsilonGreedy
3.0,1.7484093732335637,EpsilonGreedy
3.0,3.663118792299553,EpsilonGreedy
3.0,4.541593905266252,EpsilonGreedy
3.0,3.278346760012457,EpsilonGreedy
3.0,5.429655791027884,EpsilonGreedy
3.0,4.752510814852052,EpsilonGreedy
3.0,5.309005759422577,EpsilonGreedy
3.0,6.041367741709587,EpsilonGreedy
3.0,3.7741971649472528,EpsilonGreedy
3.0,1.502638835541536,EpsilonGreedy
3.0,4.317830573395187,EpsilonGreedy
3.0,3.428119545867597,EpsilonGreedy
3.0,4.342098890065131,EpsilonGreedy
3.0,3.1121646245070225,EpsilonGreedy
3.0,4.370048062094234,EpsilonGreedy
3.0,4.147228013141136,EpsilonGreedy
3.0,2.166994660914355,EpsilonGreedy
3.0,5.216147101009039,EpsilonGreedy
3.0,3.9707827770436186,EpsilonGreedy
3.0,2.5521363493700795,EpsilonGreedy
3.0,4.217617263849425,EpsilonGreedy
3.0,3.4382612992220887,EpsilonGreedy
3.0,4.123910067734437,EpsilonGreedy
3.0,4.181367697954688,EpsilonGreedy
3.0,2.8244333546061595,EpsilonGreedy
3.0,4.763679104894389,EpsilonGreedy
3.0,2.9822678030723084,EpsilonGreedy
3.0,4.997657211995222,EpsilonGreedy
3.0,6.257479553884051,EpsilonGreedy
3.0,3.1280442340307575,EpsilonGreedy
3.0,3.6016288041344815,EpsilonGreedy
3.0,2.8790381380602033,EpsilonGreedy
3.0,4.433631579989206,EpsilonGreedy
3.0,3.9869776979686877,EpsilonGreedy
3.0,1.90602149050854,EpsilonGreedy
3.0,2.9651101236647026,EpsilonGreedy
3.0,4.3847877627785765,EpsilonGreedy
3.0,3.8531613070576936,EpsilonGreedy
3.0,3.8110164645275635,EpsilonGreedy
3.0,5.205782829030504,EpsilonGreedy
3.0,2.4670236349033052,EpsilonGreedy
3.0,2.9268886896799184,EpsilonGreedy
3.0,6.037782787101879,EpsilonGreedy
3.0,5.156111806465263,EpsilonGreedy
3.0,2.8619671918055585,EpsilonGreedy
3.0,3.4912942952956705,EpsilonGreedy
3.0,5.065601344764006,EpsilonGreedy
3.0,4.494794343836269,EpsilonGreedy
3.0,4.151222624170869,EpsilonGreedy
3.0,1.8719060339738411,EpsilonGreedy
3.0,4.695794565478795,EpsilonGreedy
3.0,4.064858548542816,EpsilonGreedy
3.0,4.145830413339042,EpsilonGreedy
3.0,3.777423415630976,EpsilonGreedy
3.0,3.690999575464862,EpsilonGreedy
3.0,4.103436005416475,EpsilonGreedy
3.0,2.7270961744665634,EpsilonGreedy
3.0,4.3393669223516484,EpsilonGreedy
3.0,5.13279808732376,EpsilonGreedy
3.0,4.370454151670061,EpsilonGreedy
3.0,5.1667981840375,EpsilonGreedy
3.0,1.5824267630369389,EpsilonGreedy
3.0,4.7025686109948905,EpsilonGreedy
3.0,4.007477423926938,EpsilonGreedy
3.0,5.673671250321405,EpsilonGreedy
3.0,6.2524364026376915,EpsilonGreedy
3.0,4.479089711729084,EpsilonGreedy
3.0,2.581325817275405,EpsilonGreedy
3.0,3.5612668364922273,EpsilonGreedy
3.0,3.1598915025778314,EpsilonGreedy
3.0,1.8036589788588082,EpsilonGreedy
3.0,6.253122574431973,EpsilonGreedy
3.0,3.9946633462417807,EpsilonGreedy
3.0,1.7756579815603146,EpsilonGreedy
3.0,4.023589442046774,EpsilonGreedy
3.0,2.0055506531638034,EpsilonGreedy
3.0,5.262711148343684,EpsilonGreedy
3.0,4.126241599617167,EpsilonGreedy
3.0,4.857045272629186,EpsilonGreedy
3.0,3.0975474364192443,EpsilonGreedy
3.0,2.9220113985145906,EpsilonGreedy
3.0,5.009703389934121,EpsilonGreedy
3.0,4.315598178761401,EpsilonGreedy
3.0,3.686690993506573,EpsilonGreedy
3.0,4.45155386504101,EpsilonGreedy
3.0,4.406710315888853,EpsilonGreedy
3.0,2.8965645602895718,EpsilonGreedy
3.0,1.6166404687000298,EpsilonGreedy
3.0,5.90131854031916,EpsilonGreedy
3.0,6.2675918625450375,EpsilonGreedy
3.0,4.564116203776594,EpsilonGreedy
3.0,4.159785209587016,EpsilonGreedy
3.0,2.7874606290887454,EpsilonGreedy
3.0,4.590830014404074,EpsilonGreedy
3.0,5.477536564718683,EpsilonGreedy
3.0,4.692738363487372,EpsilonGreedy
3.0,3.8091102191020454,EpsilonGreedy
3.0,4.44259762554749,EpsilonGreedy
3.0,4.033703990844245,EpsilonGreedy
3.0,5.524507723685826,EpsilonGreedy
3.0,4.625420079862388,EpsilonGreedy
3.0,5.86673165071556,EpsilonGreedy
3.0,4.586170606502435,EpsilonGreedy
3.0,3.8284108171628013,EpsilonGreedy
3.0,2.0042410028283744,EpsilonGreedy
3.0,5.565539651151509,EpsilonGreedy
3.0,4.68030438642468,EpsilonGreedy
3.0,4.230721128332905,EpsilonGreedy
3.0,4.86157148764468,EpsilonGreedy
3.0,4.401298188788194,EpsilonGreedy
3.0,3.7827991673186827,EpsilonGreedy
3.0,4.477193224305288,EpsilonGreedy
3.0,3.490063924803753,EpsilonGreedy
3.0,3.319823884420008,EpsilonGreedy
3.0,3.201702004230551,EpsilonGreedy
3.0,2.2094894215130694,EpsilonGreedy
3.0,3.772995831186567,EpsilonGreedy
3.0,4.809147089242359,EpsilonGreedy
3.0,3.4592034959731905,EpsilonGreedy
3.0,3.5940861845342,EpsilonGreedy
3.0,2.5619064695179192,EpsilonGreedy
3.0,2.7644217081283626,EpsilonGreedy
3.0,4.668404287867799,EpsilonGreedy
3.0,5.7845171737210554,EpsilonGreedy
3.0,4.053314123610643,EpsilonGreedy
3.0,4.288320819529546,EpsilonGreedy
3.0,2.426762484471613,EpsilonGreedy
3.0,1.661078748319781,EpsilonGreedy
3.0,4.980120414549399,EpsilonGreedy
3.0,3.7125574598017974,EpsilonGreedy
3.0,5.293585103481018,EpsilonGreedy
3.0,4.152973617033087,EpsilonGreedy
3.0,2.8703622735576895,EpsilonGreedy
3.0,4.528993108902727,EpsilonGreedy
3.0,3.787526639955007,EpsilonGreedy
3.0,1.5930094543719053,EpsilonGreedy
3.0,2.7754672748491402,EpsilonGreedy
3.0,2.6295279845915753,EpsilonGreedy
3.0,2.7431299121329635,EpsilonGreedy
3.0,4.012438872041888,EpsilonGreedy
3.0,2.605523091309312,EpsilonGreedy
3.0,3.864235068767276,EpsilonGreedy
3.0,4.317918149272995,EpsilonGreedy
3.0,5.131456187189352,EpsilonGreedy
3.0,3.898454756995206,EpsilonGreedy
3.0,4.184979477216394,EpsilonGreedy
3.0,3.088629655213715,EpsilonGreedy
3.0,3.5215376950771335,EpsilonGreedy
3.0,2.960876284288763,EpsilonGreedy
3.0,3.2363993238798803,EpsilonGreedy
3.0,3.060781251167411,EpsilonGreedy
3.0,3.373932683636354,EpsilonGreedy
3.0,5.283976894353905,EpsilonGreedy
3.0,4.823161616001472,EpsilonGreedy
3.0,3.828593225810789,EpsilonGreedy
3.0,3.414012270889466,EpsilonGreedy
3.0,2.917814512207377,EpsilonGreedy
3.0,4.639163503974268,EpsilonGreedy
3.0,4.366299751880452,EpsilonGreedy
3.0,5.610558034770302,EpsilonGreedy
3.0,3.0859106120505473,EpsilonGreedy
